"LEI, MFI code for branches",co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,smallest_shareholder_name,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,largest_shareholder_name,net_inventory,net_sales,net_working_capital,pe_ratio,reporting_currency,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,controlling_shareholder_info,incorporation_year,ipo_year,num_business_segments,num_employee,company_name,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
529900UC2OD7II24Z667,46.88,67.35,FALSE,TRUE,,,FALSE,,,86.35,,TRUE,49.09,,98.55,61.99,15.41,23.31,,76.36,,1.76,68.32,,,,,69.21,74.45,71.95,66.1,93.49,51.89,65.4,36,57.05,FALSE,FALSE,17.36,,,31.54,53.99,40.5,FALSE,19.86,68.13,,FALSE,FALSE,22.54,92.01,FALSE,8.65,,FALSE,13.3,7,42,31,,63.84,TRUE,96.77,,TRUE,49.4,High,816702.37,849716.55,,178473.56,,293502.59,690674.47,659252.71,910185.67,640266.73,,573046.28,,232130.34,,,,512204.51,,,4.826,,250175.99,526738.8,379451.81,,257533.73,618207.24,1.105,759381.62,924564.38,,565127.32,962233.36,469556.91,,,373397.07,410057.61,185091.25,756784.75,Global Holdings,,,721898.52,2.864,Pacific Capital,717007.37,4.629,,,,,,,N/A,2001,2020,956450.17,,Global Holdings,,,,,4.783,123161.33,,,,,,,773680.2,761031.37,120977.08,2.633,4.475,,4.418,525800.24,,384017.95,830180.27,,395237.53,537748.34,893802.75,284215.8,287066.62,715709.71,387631.99
DE05650,81.11,69.85,TRUE,TRUE,,,FALSE,,FALSE,77.86,48.26,TRUE,63.97,,73.64,96.67,52.73,47.72,57.49,18.94,,36.66,89.66,,,,,16.67,,32.03,76.52,93.66,68.24,51.85,,14.22,TRUE,FALSE,50.16,38.79,,8.72,36.96,27.56,TRUE,32.89,98.5,FALSE,TRUE,FALSE,,,FALSE,,51.84,TRUE,11.57,47,48,22,FALSE,50.88,TRUE,11.05,,TRUE,86.24,High,800548.7,,,400718.13,555234.02,640657.42,441239.63,416186.34,146612.9,,,870865.22,,852588.4,,,289952.83,,,,0.716,2.008,956137.52,794495.74,103573.22,69337.42,827640.83,,2.475,452405.23,972552.08,,778519.34,627237.09,,,,976756.22,493456.7,462108.64,454505.78,Unknown,,,560328.03,0.367,N/A,924948.77,,,,,,,,Global Holdings,1979,1965,803742.05,937099.23,Unknown,2015,,,,0.55,241840.04,1.791,,769449.27,,,,,904433.17,299123.61,1.9,2.07,410109.64,1.838,,666332.04,610896.27,264738.58,,47302.46,,482119.59,677212.99,770495.83,350902.14,186904.44
5299006OWDQGU3FEDK86,77.45,2.75,TRUE,FALSE,,,FALSE,,TRUE,43.72,9.84,FALSE,,70.81,66,10.11,51.31,5.02,6.24,79.88,,27.85,65.13,,,,,14.14,15.46,44.86,71.42,49.2,,96.86,,7.49,TRUE,TRUE,,25.28,,22.32,68.18,,FALSE,2.34,19.91,TRUE,FALSE,TRUE,85.8,24.58,FALSE,75.86,87,TRUE,49.41,37,12,30,FALSE,84.23,FALSE,37.25,,,2.27,High,541174.45,462628.26,,466650.96,888466.98,830291.48,529297.56,354161.4,532369.33,125680.57,,134198.84,,747975.9,,,132597.65,480709.95,,,1.391,0.254,824326.67,232629.91,665407.23,279123.33,366564.43,352033.72,2.616,856077.44,950153.47,,819879.1,131218.07,107102.06,,,445109.85,935188.72,908274.98,464499.04,Unknown,,,692216.3,0.53,Alpha Corp,330666.29,2.383,,,,,,,,,1962,887397.7,393054.71,Global Holdings,1955,,,,2.778,74230.9,0.015,,824946.6,,,,382558.22,650191.35,772288.2,2.871,,923199.6,1.743,858744.19,380378.5,59424.02,195971.35,,306135.95,22558.14,620649.66,55457.65,804163.1,,904378
529900MHMES2JJY4T459,96.99,51.76,TRUE,,,,,,,58.55,22.41,TRUE,24.03,,48.72,36.29,0.46,52.28,26.65,94.88,,6.92,31.95,,,,,58.32,93.67,,21.76,85.91,24.2,26.25,35,82.93,FALSE,FALSE,82.53,45.77,,49.2,78.77,76.68,,57.92,18.81,TRUE,TRUE,TRUE,73.32,8.23,FALSE,72.64,8.7,,75.63,2,11,,FALSE,42.87,FALSE,76.61,,FALSE,46.17,Low,900927.35,,,201952.43,704317.76,90119.49,828791.56,477738.39,390502.36,810518.87,,228674.72,,735866.1,,,953966.96,251205.71,,,2.891,3.703,449525.76,759889.91,208829.6,,687631.74,296205.1,3.596,534661.6,389375.83,,308197.53,171502.48,582994.06,,,277048.95,915803.13,221878.21,832919.01,Alpha Corp,,,530502.11,4.776,Alpha Corp,846381.61,2.381,,,,,,,Alpha Corp,2020,1983,30276.56,47286.94,Global Holdings,1984,,,,4.529,730966.5,2.465,,360780.44,,,,,440863.91,688734.36,,4.126,409149.15,0.035,296238.43,332883.1,653753.64,,,,531872.6,,624298.46,344624.42,352911.51,
529900UCQ5HTMTVAY212,61.85,36.47,TRUE,FALSE,,,TRUE,,TRUE,22.52,,TRUE,5.17,27.7,26.87,3.48,74.47,43.4,56.17,24.3,,,70.42,,,,,68.24,80.13,11.49,82.76,17.54,66.01,23.63,2,,FALSE,,96.78,,,59.59,61.03,75.32,FALSE,65.37,78.08,FALSE,TRUE,TRUE,7.15,29.27,TRUE,62.34,67.75,TRUE,28.29,45,37,33,TRUE,35.61,TRUE,11.01,,FALSE,12.55,,284420.1,496081.66,,,824890.83,917764.6,622284,627903.97,606702.02,472073.83,,923308.63,,212957.56,,364369.56,11800.74,936619.59,,,0.541,3.962,18718.16,411032.46,105813.07,948122.78,476266.76,596511.16,,665522.25,91725.5,,840317.61,569693.49,86778.19,,,849118.9,,157731.8,251625.58,Pacific Capital,,,334751.58,4.421,Alpha Corp,867410.32,3.764,,,,,,,,2001,1996,225705.34,876529.43,Pacific Capital,1988,,,,1.806,930091.11,4.364,,836943.65,,,,729298.24,814880.67,270289.83,2.342,0.726,,3.412,556241.19,235456.36,572690.64,271883.79,,921920.57,686025.35,619056.64,920721.13,255757.55,,444210.53
DE05913,32.36,53.74,FALSE,,,,TRUE,,FALSE,49.42,,TRUE,11.36,,32.33,26.65,90.99,14,49.82,86.05,,2.62,6.95,,,,,73.09,6.1,,83.59,5.53,46.78,16.49,13,27.27,TRUE,TRUE,82.09,74.3,,,,28.1,TRUE,6.05,6.56,,FALSE,FALSE,83.98,35.1,FALSE,77.5,34.3,TRUE,7.54,16,,31,TRUE,0.05,FALSE,73.49,,,35.28,Low,781515.72,,,866993.43,189203.54,87174.22,676644.5,439986.99,484065.03,998634.52,,131673.96,,137780.3,,797034.72,742120.68,198559.91,,,1.481,4.116,926746.8,603003.21,,352908.53,439873.32,237282.96,,,254040.98,,389820.72,668318.89,420195.63,,,414918.11,662935.1,410428.09,609461.17,,,,,,,594424.95,2.896,,,,,,,Unknown,1962,2016,750120.59,322789.98,Pacific Capital,2019,,,,3.779,236894.69,2.926,,902809.99,,,,932057.52,903020.67,429499.77,1.364,4.096,772143.45,3.841,649028.67,,775457.35,689267.87,,485215.64,367602.01,364450.76,988889.63,348568.67,121953.08,575901.28
52990057VEWDZZFRIJ07,95.01,,TRUE,TRUE,,,FALSE,,TRUE,6.03,82.02,,24.34,28.91,29.46,66.73,,99.75,83.95,12.01,,73.9,51.09,,,,,,8.88,21.18,74.08,85.55,25.62,99.72,11,58.18,,TRUE,89.98,,,86.19,30.58,25.35,FALSE,35.32,,FALSE,TRUE,,99.02,,TRUE,84.01,,TRUE,59.55,7,28,6,FALSE,7.42,FALSE,65.26,,FALSE,7.09,,354075.24,795640.95,,675198.98,221781.52,49050.12,619868.33,593868.78,743410.35,50413.38,,146932.14,,529920.56,,130596.61,476401.96,18384.64,,,1.197,1.231,543451.86,248167.4,918354.8,644162.11,,,4.106,,337442.16,,,,217790.25,,,627137.64,723440.46,492808.48,,N/A,,,82279.29,4.165,Alpha Corp,319108.69,3.017,,,,,,,N/A,1969,2003,863008.38,767653.96,Pacific Capital,2020,,,,1.69,753652.02,3.34,,421593.22,,,,943529.46,335415.08,63708.93,1.883,3.373,30544.57,1.737,947377.61,686530.19,382769.78,963332.97,,444971.44,339209.73,,168852.85,766819.77,7587.78,542682.71
529900GP93B3EF6Y1989,31.11,,FALSE,TRUE,,,TRUE,,TRUE,17.72,27.83,,76.54,,,72.88,51.46,75.44,35.96,11.51,,,68.65,,,,,24.31,81.99,,84.07,69.07,99.25,35.5,18,,TRUE,TRUE,39.55,84.83,,66.67,71.06,19.93,FALSE,53.8,66.13,FALSE,TRUE,FALSE,70.94,70.67,FALSE,22.96,,FALSE,89.51,33,,4,TRUE,29.74,TRUE,92.55,,TRUE,,High,827085.21,792120.39,,554380.64,541286.18,938617.18,,799810.67,113678.43,610493.86,,626739.41,,336141.89,,153069.28,876863.78,835027.9,,,2.684,0.672,642208.09,189601.66,204603.48,,935821.37,840457.5,0.956,588439.96,193404.51,,249857.73,538877.41,60790.22,,,738842.94,154729.23,38909.51,491201.23,N/A,,,735270.65,2.778,Pacific Capital,,,,,,,,,Global Holdings,2021,1985,,722624.42,Unknown,1963,,,,,660479.77,2.138,,614979.7,,,,819975.28,221264.77,260815.2,2.033,,23820.45,3.68,244959.89,85092.67,998709.23,,,937154.97,598811.95,,21551.91,303099.34,825054.66,304297.98
529900QUQNS1LW47DJ51,63.77,67.86,TRUE,FALSE,,,TRUE,,TRUE,15.64,40.79,TRUE,98.53,83.03,69.15,,30.76,9.3,82.6,,,68.2,81.56,,,,,,65.01,99.08,92.44,,61.85,22.71,28,50.24,FALSE,,43.35,54.71,,,30,,FALSE,84.55,61.88,TRUE,,,62.73,30.48,FALSE,36.96,,FALSE,7.77,14,9,28,FALSE,59.01,TRUE,32.11,,,65.04,,612270.52,855710.28,,127161.33,441284.43,533258.98,13806.72,264620.86,278066.43,755542.71,,322415.3,,618502.03,,216915.82,,433740.93,,,3.014,0.4,887961.49,174633.56,840869.25,244834.23,146653.83,537853.88,1.194,380380.12,649172.06,,646302.3,892523.12,,,,315013.19,,81122.65,781376.49,Global Holdings,,,540508.67,,N/A,387503.34,2.054,,,,,,,N/A,1967,1985,993865.74,,Global Holdings,2010,,,,0.281,,3.372,,521165.69,,,,407136.51,497533.82,237402.25,4.169,,884727.14,4.293,19318.06,193901.12,780955.39,633549.23,,820169.12,636647.29,36304.05,967541.33,29845.04,762401.62,
52990013RUF1YVQ45842,26.94,15.83,TRUE,FALSE,,,FALSE,,FALSE,13,93.94,FALSE,54.07,66.73,26.03,,79.29,27.64,93.89,82.95,,56.81,73.6,,,,,22.4,4.4,87.49,69.1,11.14,61.57,75.64,1,,FALSE,FALSE,76.04,88.1,,5.77,63.34,,FALSE,26.09,83.24,FALSE,TRUE,,76.06,34.65,TRUE,87.91,,TRUE,95.16,14,26,46,TRUE,57.96,TRUE,57.13,,FALSE,22.05,High,107195.69,362601.57,,309439.24,541996.71,165013.97,,386386.44,689504.49,771242.82,,419512.98,,,,667764.57,718888.79,233795.66,,,4.741,1.764,830084.99,101188.47,78177.62,202702.17,996695.36,480501.62,3.144,911833.9,986031.16,,528919.68,,526435.67,,,297720.21,580112.51,270919.98,75921.36,Pacific Capital,,,121151.8,3.234,Alpha Corp,669433.49,3.355,,,,,,,Pacific Capital,,1970,853457.3,681866.11,Alpha Corp,1967,,,,3.267,549239.28,1.991,,962565.58,,,,611118.89,837240.34,,0.871,4.439,,4.304,278245.76,305102.42,206306.11,996825.32,,531517.01,88179.2,,518278.94,812206.51,783219.6,650260.71
529900XKH0809QTNWQ25,29.48,81.85,FALSE,TRUE,,,TRUE,,TRUE,48.11,90.92,FALSE,57.68,73.98,86.27,31.29,31.21,21.37,10.4,2.65,,7.63,36.09,,,,,24.84,39.28,66.63,63.93,33.4,86.62,46,44,41.69,FALSE,,7.58,0.99,,63.87,57.84,77.82,TRUE,75.32,,TRUE,,TRUE,36.56,,FALSE,77.87,35.64,,,7,,24,FALSE,5.35,FALSE,51.29,,TRUE,49.66,High,803876.59,970278.26,,375494.84,709306.18,753644.39,775138.01,,236799.01,391117.46,,834668.74,,586467.03,,,,20865.52,,,,1.426,161589.99,423230.73,366802.27,831586.16,632539.62,205072.9,4.952,587080.81,355615.91,,105364.97,355920.68,485284.27,,,,275618.27,936899.79,438215.31,Pacific Capital,,,,,N/A,954031.8,,,,,,,,,,2015,152699.68,798772.87,N/A,2005,,,,,941772.31,0.459,,642379.97,,,,326936.06,432397.57,668933.69,4.097,3.203,846639.87,2.478,331408.35,233516.25,863349.09,996572.87,,992190.5,636283.86,,102283.64,,589231.16,338570.82
5299005E2F0CA1738607,31.47,50.23,FALSE,TRUE,,,TRUE,,TRUE,27.97,93.32,,44.23,43.48,50.09,56.55,80.34,61.88,48.59,,,91,86.59,,,,,50.52,86.92,19.12,56.67,57.71,33.53,8.27,22,,FALSE,FALSE,80.16,19.69,,41.01,4.89,74.13,FALSE,47.66,8.09,TRUE,TRUE,TRUE,21.57,56.65,TRUE,52.09,41.42,,85.7,,,,TRUE,97.99,FALSE,94.6,,TRUE,8.1,Low,636246.32,270038.23,,865895.49,339746.85,,132336.89,597167.35,888038.73,,,605043.68,,928902.16,,562534.78,672923.08,239717.35,,,2.403,1.304,67478.37,633743.66,967110.22,368470.34,79639.68,270113.86,3.822,51805.23,80153.09,,366458.33,219870.28,716854.71,,,879358.75,537972.75,204415.79,681725.32,Alpha Corp,,,100767.43,4.717,N/A,525801.81,3.889,,,,,,,N/A,1954,1978,750377.09,844336.59,,1969,,,,1.048,501100.98,,,871943.49,,,,167028.95,323006.8,577774.74,2.762,,,4.602,357905.14,,432178.5,535116.7,,,,296800.95,159656.95,187998.73,668558.99,62072.6
529900FPOU897IEWGV26,6.13,98.61,TRUE,FALSE,,,TRUE,,TRUE,22.68,91.97,TRUE,56.31,89.75,,81.69,67.9,44.86,72.55,44.92,,,40.53,,,,,87.17,87.94,84.44,16.47,47.05,80.35,65.14,26,63.65,FALSE,TRUE,0.21,11.71,,11.72,,25.83,FALSE,20.26,86.85,FALSE,FALSE,FALSE,30.81,74.26,,36.6,94.08,FALSE,47.65,29,12,5,TRUE,35.13,TRUE,75.38,,,83.47,,152258.94,945498.08,,,620223.32,282622.44,397073.78,789376.97,865741.01,712554.65,,362151.17,,,,770916.75,,878915.37,,,2.378,0.589,947396.44,176573.71,493545.46,736802.63,763900.29,370302.02,0.162,871154.03,445170.36,,443324.71,,747945.21,,,574003.26,823731.39,358129.96,291519.25,N/A,,,770832.88,4.714,Global Holdings,233912.54,2.285,,,,,,,N/A,2011,2012,113536.45,260093.88,N/A,1994,,,,,2787.9,3.556,,84696.98,,,,368273.99,9991630.7,279304.97,1.71,3.195,463773.46,0.226,562587.96,486974.37,626686.74,577707.71,,110202.36,498745.17,397754.66,879645.25,290648.89,858814.81,584521.59
529900MPVCAOW4A6PE25,42.78,90.15,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,89.51,54.82,72.56,72.64,73.33,58.79,45.24,94.9,,33.53,81.63,,,,,30.95,98.28,40.47,29.76,20.76,6.3,1.98,43,19.25,TRUE,TRUE,27.35,72.74,,82.56,58.82,74.79,TRUE,90.59,63.09,TRUE,TRUE,FALSE,62.06,6.27,,44.66,26.01,,17.27,36,18,,FALSE,64.28,FALSE,50.92,,TRUE,70.27,Low,760334.88,864463.16,,640116.1,959648.08,542506.31,107105.33,539247.44,138765.6,164336.47,,202477.44,,601132.61,,222104.71,,694175.95,,,3.24,0.054,,,50370.47,,954718.05,946786.01,4.119,555877.85,728968.74,,62495.46,59231.75,105561.27,,,46415.17,,318478.61,737869.96,N/A,,,222714.16,4.248,Global Holdings,778832.97,0.632,,,,,,,,1989,1983,238003.13,63032.43,Pacific Capital,1984,,,,4.94,402443.01,4.007,,,,,,999275.81,792432.01,554204.35,0.487,,633704.58,1.006,148897.03,81577.24,759313.57,85737.55,,950514.6,303172.14,633570.87,446239.24,820476.24,532266.49,
529900KO4FARHCMXNJ85,16.09,4.08,TRUE,TRUE,,,TRUE,,TRUE,2.96,77.02,TRUE,9.11,14.42,60.23,77.74,42.95,38.93,38.07,84.97,,45.32,,,,,,59.27,45.84,58.71,74.75,,47.42,5.46,5,34.07,FALSE,FALSE,55.44,,,35.62,,21.35,FALSE,,83.18,FALSE,FALSE,TRUE,47.83,24.28,FALSE,22.49,78.31,,85.46,15,45,1,TRUE,95.68,,54.41,,FALSE,95.98,Medium,245629.35,659490.1,,875341.23,823102.6,,727115,891690.05,254747.6,598785.29,,228097.58,,688951.09,,926037.82,700640.92,13961.37,,,0.053,,337224.46,,978119.57,578091,539623.77,320499.31,,182067.55,493007.57,,901115.54,511368.35,490433.1,,,90989.21,94381.94,360782.44,116590.06,Unknown,,,55584.49,1.369,Pacific Capital,540793.56,4.061,,,,,,,Unknown,,2006,,685134.39,Alpha Corp,,,,,0.948,703056.98,2.063,,906163.83,,,,606142.74,533086.62,,0.984,4.674,335080.24,4.144,439946.27,,635509.72,791134.33,,99589.07,810225.64,,203709.45,274686.85,437718.56,564302.07
5299007DRP3741GOZM90,13.01,67.7,FALSE,FALSE,,,FALSE,,FALSE,38.65,27.86,TRUE,97.23,52.59,74.39,98.68,50.96,55.09,,25.47,,,15.95,,,,,80.14,79.13,42.57,56.23,51.49,11.07,89.49,11,,FALSE,TRUE,84.82,72.05,,70.96,,33.83,FALSE,39.32,21.34,FALSE,TRUE,TRUE,92.2,82.1,TRUE,75.7,70.11,TRUE,,,7,49,FALSE,15.56,FALSE,,,FALSE,80.03,Low,483104.87,,,575308.61,465675.75,130887.32,,231008.43,652943.99,201471.03,,422526.92,,288303.61,,622187.29,888857.48,,,,2.459,0.534,15247.62,476176.82,988679.83,767673.72,579865.63,,0.378,,,,272966.13,405515.33,579331.91,,,930573.92,614545.76,922974.12,,Pacific Capital,,,592976.65,2.329,Unknown,597742.81,0.169,,,,,,,,1997,1985,811611.85,,Alpha Corp,1963,,,,,592144.76,3.391,,,,,,748370.48,834520.3,916899.04,4.122,2.222,242075.15,0.265,421464.89,655173.95,932425.87,210488.07,,338493.97,,987678.86,,298956.16,587642.38,395760.94
5299002H4HNGZGLL9S48,3.89,65.61,TRUE,TRUE,,,TRUE,,FALSE,48.03,38.27,FALSE,75,78.18,5.62,80.33,21.68,24.3,29.89,,,59.81,75.5,,,,,,73.24,52.5,78.46,,41.49,40.79,35,34.04,,TRUE,30.69,75.97,,42.51,67.64,81.89,TRUE,97.23,1.5,TRUE,FALSE,TRUE,23.96,13.55,FALSE,60.47,88.59,FALSE,77.55,22,27,4,TRUE,39.25,TRUE,71.37,,TRUE,40.64,,505680.78,964004.47,,,558689.84,660789.24,432685.33,579068.33,161336.82,,,318901.87,,305536.94,,969051.38,688859.66,81703.58,,,1.821,3.357,472292.61,301934.35,534460.95,678955.31,344312.19,590259.44,1.81,,615819.73,,594023.33,654405.05,,,,829871.94,,550116.5,892828.61,Unknown,,,372508.86,4.531,N/A,560546.83,0.773,,,,,,,Pacific Capital,1976,1993,15436.13,840442.25,Unknown,2018,,,,,745086.63,0.005,,885391.49,,,,895701.64,902418.66,,,2.911,492001.17,3.09,371375.65,483570.2,354835.19,665291.62,,654717.67,833703.09,977449.1,756987.04,64258.63,463898,948705.62
529900IZPJ195088J625,29.61,27.54,FALSE,FALSE,,,,,FALSE,56.86,90.69,TRUE,4.37,96.7,2.4,96.36,67.19,8.4,96.94,7.84,,98.78,93.49,,,,,88.16,81.65,20.47,82.11,51.73,53.33,45.68,43,22.47,TRUE,FALSE,49.58,77.41,,71.34,91.87,46.77,FALSE,30.47,61.93,FALSE,TRUE,TRUE,39.03,78.5,TRUE,50.63,14.57,TRUE,74.89,13,1,37,TRUE,86.94,FALSE,10.99,,FALSE,29.44,,530470.57,,,412112.12,827245.72,515700.07,730116.44,28481.16,401332,,,418426.77,,978642.45,,698949.5,517983.12,859387.32,,,4.652,1.191,382112.93,641623.27,337225.1,870131.28,647190.24,19306.61,4.19,249411.89,698263.28,,645118.41,791104.61,,,,981831.37,859616.76,802571.47,200421.3,Alpha Corp,,,,4.339,N/A,496441.24,2.192,,,,,,,Pacific Capital,1978,1985,842346.8,471185.25,N/A,2022,,,,,759136.62,3.231,,402841.1,,,,841861.07,,231478.25,0.769,0.247,419627.57,2.98,96849.45,225627.83,732166.47,212736.22,,825031.16,343795.64,261527.29,739675.5,304292.63,761381.28,598395.67
529900FLLALM2RHDWW17,,,FALSE,TRUE,,,FALSE,,FALSE,69.58,43.04,TRUE,69.97,86.7,80.21,,12.82,95.87,,37.27,,47.23,82.44,,,,,13.34,60.79,85.76,51.6,39.03,24.1,93.93,32,47.1,FALSE,TRUE,22.46,30.32,,57.69,12.63,26.26,FALSE,51.16,44.36,FALSE,FALSE,,31.76,59.35,FALSE,4.18,77.85,TRUE,32.15,5,33,41,TRUE,6.7,TRUE,23.13,,TRUE,12.3,High,,837033.76,,129983.22,364823.3,645460.84,80022.73,251427.47,795416.4,414569.57,,166395.83,,690374.81,,123899.6,185564.44,65220,,,1.771,4.19,774743.07,,319878.71,489655.99,908338.82,,1.665,497690.27,,,412895.48,,750823.11,,,,548500.16,66385.14,758877.48,Global Holdings,,,86526.2,4.971,N/A,674868.93,1.468,,,,,,,Unknown,,1964,919952.82,539131.99,,1954,,,,3.107,591945.09,0.682,,546636.3,,,,505107.34,619718.83,713963.39,2.781,0.941,70367.13,1.836,379964.11,437663.3,918844.13,,,678140.83,555788.01,206030.65,,43574.84,685133.99,524230.59
529900Z1V9UDM2YYKI87,,45.58,TRUE,FALSE,,,TRUE,,FALSE,35,62.49,TRUE,4998,19.65,,,50.65,61.96,63.36,48.82,,54.59,84.16,,,,,73.95,41.77,50.33,99.04,56.05,96.39,,13,,TRUE,TRUE,78.63,17.98,,15.96,63.76,34.83,TRUE,,86.45,,TRUE,TRUE,33.38,80.31,FALSE,56.92,48.55,,69.7,,,31,TRUE,16.76,FALSE,56.03,,TRUE,76.83,,838876.38,580403.69,,257380.21,189648.6,343056.38,834628.69,57966.4,47887.25,,,969555.94,,39255.51,,158169.59,213429.54,,,,4.208,0.88,983060.64,385440.44,159070.45,623020.35,227584.17,34985.07,,212100.15,984670.51,,554646.07,180750.6,,,,389552.03,631395.44,748063.71,179905.18,Unknown,,,756625.89,0.474,Global Holdings,815235.97,2.484,,,,,,,Alpha Corp,1991,2014,608696.84,433621.77,Unknown,1959,,,,0.83,377117.87,3.651,,141371.05,,,,633579.55,561014.96,,2.846,4.594,846978.92,0.051,402581.39,715278.22,270389.95,576483,,918423.51,484688.7,,925488.19,434387.27,479763.7,
529900SJ58V1OLTYNP09,85.51,33.88,FALSE,FALSE,,,TRUE,,FALSE,80.53,12.72,,,31.72,35.89,78.63,63.34,86.43,,67.62,,44.16,,,,,,15.4,70.05,96.58,51.22,5.7,88.84,88.91,30,,FALSE,,26.67,53.74,,25.81,39.21,44.92,FALSE,82.42,11.1,FALSE,FALSE,FALSE,99.74,25.11,TRUE,2.13,83.99,TRUE,85,9,19,16,TRUE,2.89,TRUE,85.06,,TRUE,40.37,,382402.56,3063.83,,836657.35,21837.63,512822.55,,64897.79,559099.72,,,927667.1,,,,208602.33,653071.58,,,,3.239,1.895,399741.28,985435.81,80001.94,271731.23,254403.93,30423.36,,834289.59,926249.92,,226957.97,,,,,443420,51750.87,402431.02,843874.45,Unknown,,,661650.99,,N/A,125958.02,2.263,,,,,,,,1956,,256040.9,537719.99,Alpha Corp,1961,,,,3.71,,2.86,,653136.51,,,,168950.05,612064.05,914470.21,4.468,2.209,793876.28,3.975,152604.76,665302.58,356470.21,933169.15,,250913.3,282510.36,845452.53,30129.89,639518.02,,496507.32
529900ICDZY7LEZHKJ46,16.83,,FALSE,FALSE,,,FALSE,,FALSE,45.59,87.59,TRUE,51.08,28.95,36.4,84.49,83.45,,2.83,62.35,,61.12,11.56,,,,,24.36,,,43.97,2.77,42.15,96.72,20,29.58,TRUE,,59.2,77.44,,,86.57,14.57,FALSE,50.09,27.01,,,FALSE,34.51,77.8,FALSE,36.98,62.14,FALSE,,43,6,,FALSE,11.58,TRUE,,,FALSE,58.23,Low,885567.98,242836.2,,,112361.46,751815.98,763403.31,804298.9,387338.75,,,722120,,299396.72,,900311.11,603041.62,256500.38,,,4.296,4.297,876232.7,67843.6,509335.24,622716.64,851998.29,513338.7,1.987,891360.19,,,288113.86,630071.16,213001.41,,,733400.64,892321.96,417237.29,344139.9,Alpha Corp,,,684899.34,1.105,,,2.641,,,,,,,Unknown,,2023,877979.81,610083.43,Unknown,1978,,,,1.042,982152.75,0.99,,520579.89,,,,366727.74,144157.13,513431.97,1.854,,601941.85,2.254,630516.19,657014.74,238547.95,705569.28,,188432.07,478289.55,404341.77,710702.95,,836661.33,
